在	S
区	B
域	E
变	B
质	I
作	I
用	E
过	B
程	E
中	S
，	S
通	B
过	E
原	B
岩	O
脱	I
水	E
，	S
形	B
成	E
具	S
较	B
强	E
溶	B
解	I
能	I
力	E
的	S
热	B
液	E
，	S
促	B
使	E
原	B
岩	O
中	O
碱	O
金	O
属	I
卤	I
化	I
物	E
及	S
部	B
分	E
金	S
、	S
银	S
、	S
铜	S
、	S
锌	S
、	S
铅	S
等	S
成	B
矿	I
组	I
分	E
活	B
化	E
迁	O
移	E
，	S
形	B
成	E
了	S
变	B
质	I
热	I
液	E
，	S
汇	B
集	E
在	S
胶	B
东	I
西	O
北	I
部	E
低	B
温	E
、	S
低	B
压	I
变	I
质	I
带	E
（	S
低	B
角	I
闪	I
岩	I
相	I
带	E
）	S
中	S
，	S
构	B
成	E
了	S
胶	B
东	I
西	O
北	I
部	E
金	B
元	I
素	E
的	S
高	B
背	I
景	I
异	I
常	I
区	E
。	S

侵	B
入	E
小	B
沙	I
田	I
岩	I
体	E
，	S
见	S
有	S
非	B
常	E
窄	S
的	S
冷	B
凝	I
边	E
。	S

郯	B
庐	I
断	I
裂	I
带	E
两	B
侧	E
的	S
大	B
别	I
造	I
山	I
带	E
和	S
扬	B
子	I
板	I
块	E
之	B
间	E
主	B
体	E
为	S
正	B
断	I
系	I
统	E
。	S

晚	B
白	I
垩	I
纪	E
及	S
早	B
第	I
三	I
纪	E
沉	O
积	E
厚	B
度	E
较	O
大	E
，	S
并	S
有	S
由	B
西	O
向	O
东	O
渐	O
趋	O
加	B
厚	E
的	S
趋	B
势	E
。	S

该	S
类	S
岩	B
石	E
主	B
要	E
分	B
布	E
在	S
白	B
音	I
高	I
老	I
组	E
，	S
在	S
满	B
克	I
头	I
鄂	I
博	I
组	E
中	S
有	S
少	B
量	E
分	B
布	E
。	S

（	S
一	S
）	S
中	B
元	I
古	I
代	I
长	I
城	I
纪	I
侵	I
入	I
岩	E
。	S
区	S
内	S
中	B
元	I
古	I
代	I
长	I
城	I
纪	I
中	O
基	O
性	I
-	I
超	I
基	I
性	I
侵	I
入	I
岩	E
，	S
岩	B
石	E
类	B
型	E
为	S
变	B
辉	I
石	I
橄	I
榄	I
岩	I
-	I
变	I
辉	I
石	I
角	I
闪	I
石	I
岩	I
-	I
变	I
辉	I
长	I
岩	I
-	I
闪	I
长	I
质	I
片	I
麻	I
岩	E
，	S
呈	S
包	B
体	I
状	E
分	B
布	E
于	S
新	B
元	I
古	I
代	I
荣	I
成	I
片	I
麻	I
岩	I
套	E
及	S
玲	B
珑	I
片	I
麻	I
状	I
花	I
岗	I
岩	E
中	S
，	S
包	B
体	O
长	O
轴	E
方	B
向	E
大	B
致	E
与	S
区	B
域	O
构	O
造	I
片	I
麻	I
理	E
走	B
向	E
一	B
致	E
，	S
主	B
要	E
发	B
育	E
于	S
青	B
岛	I
市	I
柳	I
花	I
泊	E
和	S
仰	B
口	E
等	B
地	E
，	S
包	B
体	E
大	B
小	E
不	B
一	E
。	S

其	S
方	B
位	E
大	B
都	E
在	S
北	B
东	E
4	B
0	I
°	E
~	I
5	O
0	I
°	E
之	B
间	E
，	S
部	B
分	E
3	B
5	I
°	E
~	I
4	I
0	I
°	E
及	S
5	B
0	I
°	O
~	I
6	I
0	I
°	E
之	B
间	E
。	S

岩	B
性	I
组	O
合	E
为	S
深	B
灰	I
色	E
、	S
灰	B
色	I
绢	I
云	I
母	I
板	I
岩	E
、	S
变	B
质	I
粉	I
砂	I
岩	E
、	S
变	B
质	I
细	I
砂	I
岩	E
，	S
呈	S
单	B
斜	O
产	O
出	E
，	S
厚	B
度	E
大	B
于	E
2	B
9	I
0	I
8	I
.	I
7	I
m	E
，	S
在	S
本	S
套	S
地	B
层	E
中	S
尚	O
未	O
发	B
现	E
化	B
石	E
。	S

（	S
2	S
）	S
戚	B
家	I
矶	I
组	E
（	S
Q	B
p	I
q	E
）	S
。	S

太	B
湖	I
县	I
幅	E
（	S
H	B
5	I
0	I
C	I
0	I
0	I
2	I
0	I
0	I
2	E
）	S
1	B
∶	I
2	I
5	I
0	I
0	I
0	I
0	E
区	B
域	I
地	I
质	I
调	I
查	E
将	S
该	S
变	B
质	I
表	I
壳	I
岩	I
组	I
合	E
划	B
分	E
为	S
英	B
山	I
沟	I
岩	I
组	E
、	S
水	B
竹	I
河	I
岩	I
组	E
、	S
桥	B
岭	I
岩	I
组	E
、	S
程	B
家	I
河	I
岩	I
组	E
，	S
并	O
称	B
为	E
大	B
别	I
山	I
岩	I
群	E
。	S

戚	B
家	I
矶	I
组	E
（	S
Q	B
p	I
q	E
）	S
由	S
安	B
徽	I
区	O
域	O
地	O
质	I
调	I
查	I
大	I
队	E
于	S
1	B
9	I
8	I
2	I
年	E
命	B
名	E
，	S
建	B
组	E
剖	B
面	E
位	B
于	E
枞	B
阳	I
县	I
戚	I
家	I
矶	I
村	I
南	I
江	E
边	O
，	S
伏	O
于	E
下	B
蜀	I
组	E
（	S
Q	B
p	I
x	E
）	S
之	B
下	E
。	S

呈	B
包	O
体	O
分	O
布	E
于	S
新	B
太	I
古	I
代	I
栖	I
霞	I
片	I
麻	I
岩	O
套	E
中	S
，	S
主	B
要	E
为	S
祝	B
家	I
夼	I
组	E
，	S
出	B
露	E
于	S
区	B
域	E
东	B
南	I
侧	O
旗	O
杆	I
山	E
一	B
带	E
，	S
岩	B
性	E
以	S
石	B
榴	I
石	I
石	I
墨	I
二	I
云	I
片	I
岩	E
、	S
斜	B
长	I
浅	I
粒	I
岩	E
、	S
长	B
石	I
石	I
英	I
岩	E
、	S
石	B
英	I
片	I
岩	E
为	B
主	E
。	S

根	B
据	E
构	B
造	I
地	I
层	E
分	O
区	E
及	S
岩	B
石	I
地	I
层	I
单	I
位	I
群	E
、	S
组	S
建	B
立	E
原	B
则	E
，	S
仅	S
出	B
露	E
牛	B
头	I
岭	I
组	E
与	S
安	B
乐	I
林	I
组	E
两	B
个	E
组	E
，	S
属	S
扬	B
子	I
地	I
层	I
区	E
。	S

侵	B
入	I
体	E
出	B
露	E
面	B
积	E
6	B
1	I
.	I
3	I
7	I
k	I
m	I
2	E
，	S
约	B
占	E
规	B
划	I
区	E
总	S
面	B
积	E
的	S
1	B
3	I
.	I
6	I
1	I
％	E
。	S

其	S
岩	B
性	E
主	B
要	E
以	S
黄	B
褐	I
色	I
粉	I
质	I
粘	I
土	I
-	I
亚	I
粘	I
土	E
为	B
主	E
，	S
也	S
存	B
在	E
褐	B
棕	E
与	S
褐	B
黄	I
色	I
亚	I
粘	I
土	I
互	I
层	E
，	S
是	S
黄	B
土	I
层	E
及	S
古	B
土	I
壤	I
层	E
相	B
间	E
的	S
特	B
征	E
（	S
图	B
2	I
-	I
3	I
-	I
8	E
、	S
图	B
2	I
-	I
3	I
-	I
9	E
）	S
。	S

断	B
层	E
产	B
状	E
主	B
要	E
有	S
两	B
组	E
：	S
一	B
组	E
位	B
于	E
"	S
红	B
层	E
"	E
与	S
千	B
枚	I
岩	E
之	B
间	E
，	S
断	B
层	I
面	O
倾	B
向	E
北	B
西	E
，	S
倾	B
角	E
变	B
化	E
较	B
大	E
，	S
似	S
有	S
上	B
陡	E
、	S
下	B
缓	E
的	S
趋	B
势	E
；	S
另	B
一	B
组	E
位	B
于	E
上	B
述	E
断	B
层	E
邻	B
近	E
的	S
干	B
枚	I
岩	E
中	S
，	S
是	S
由	S
一	B
系	B
列	E
断	B
面	E
倾	B
向	E
南	B
东	E
的	S
叠	B
瓦	I
式	I
冲	I
断	I
层	E
所	S
组	B
成	E
。	S

郯	B
庐	I
断	I
裂	I
带	E
安	B
徽	E
境	S
内	S
大	B
致	E
可	S
分	B
为	E
三	B
段	E
，	S
即	S
北	B
部	E
嘉	B
山	I
盆	I
地	I
段	E
，	S
中	B
部	E
合	B
肥	I
盆	I
地	I
段	E
和	S
南	B
部	E
大	B
别	I
造	I
山	I
带	I
段	E
。	S

厚	B
度	E
一	B
般	E
为	S
3	B
0	I
～	I
1	I
0	I
0	I
m	E
之	B
间	E
，	S
最	S
厚	S
达	S
1	B
7	I
4	I
m	E
，	S
并	S
有	S
由	S
南	S
向	O
北	O
逐	B
渐	E
加	B
厚	E
的	S
趋	B
势	E
;	S
中	B
部	E
以	S
紫	B
红	I
色	I
钙	I
质	I
粉	I
砂	I
岩	E
为	B
主	E
，	S
中	O
夹	S
灰	B
绿	I
色	I
含	I
钙	I
泥	I
岩	E
，	S
厚	S
约	S
5	B
0	I
～	I
2	I
0	I
0	I
m	E
;	S
上	B
部	E
以	S
紫	B
红	I
色	I
含	I
钙	I
粉	I
砂	I
岩	E
与	S
灰	B
绿	I
色	I
含	I
钙	I
泥	I
岩	E
为	B
主	E
，	S
厚	B
度	E
变	B
化	E
甚	B
大	E
，	S
厚	S
约	S
0	B
～	I
2	I
8	I
2	I
m	E
。	S

测	B
区	I
断	I
裂	I
构	I
造	E
主	B
要	E
表	B
现	E
为	S
北	B
东	I
向	E
断	B
裂	I
构	I
造	E
和	S
北	B
西	I
向	E
断	B
裂	I
构	I
造	E
，	S
北	B
东	I
向	E
构	B
造	E
以	S
花	B
岗	I
岩	I
类	I
岩	I
浆	E
沿	S
北	B
东	I
向	E
构	B
造	E
的	S
侵	B
位	E
和	S
第	B
四	I
纪	I
大	E
的	S
