差	B
异	I
性	E
表	B
现	E
在	S
不	B
同	E
断	B
块	E
升	B
降	E
幅	B
度	E
上	S
的	S
差	B
异	E
，	S
或	S
上	B
升	I
区	E
局	B
部	E
下	B
降	E
，	S
下	B
降	I
区	E
局	B
部	E
上	B
升	E
。	S

变	B
质	I
表	I
壳	I
岩	I
组	I
合	E
与	S
其	S
对	B
应	E
的	S
荆	B
山	I
群	I
同	B
位	I
素	E
年	B
龄	E
大	B
致	E
集	B
中	E
在	S
1	B
8	I
0	I
0	E
~	S
2	I
5	I
0	I
0	I
M	I
a	E
，	S
推	B
测	E
该	S
变	B
质	I
表	I
壳	I
岩	I
组	I
合	E
形	B
成	E
于	S
古	B
元	I
古	I
代	E
。	S

据	S
有	B
关	E
资	B
料	E
分	B
析	E
，	S
该	S
断	B
裂	E
由	S
红	B
石	I
崖	E
上	O
岸	E
可	S
与	S
五	B
莲	I
-	I
青	I
岛	I
断	I
裂	E
链	B
接	E
。	S

冲	B
积	I
相	I
地	I
层	E
（	S
Q	B
p	I
a	I
l	E
）	S
主	B
要	E
分	B
布	E
在	S
本	S
区	S
山	B
前	I
冲	I
积	I
扇	I
地	I
带	E
，	S
埋	B
深	E
-	B
7	I
0	I
m	E
至	S
-	B
1	I
5	I
0	I
m	E
，	S
层	B
厚	E
约	S
5	B
0	I
m	E
，	S
岩	B
性	E
在	S
扇	B
顶	E
部	B
位	E
为	S
砾	B
卵	I
石	E
、	S
砂	B
砾	I
石	I
层	E
（	S
砾	B
径	E
2	B
-	I
5	I
m	I
m	E
，	S
局	B
部	E
1	B
5	I
0	I
m	I
m	E
，	S
石	B
英	I
岩	I
砾	E
为	B
主	E
）	S
；	S
在	S
扇	S
中	S
向	O
西	S
，	S
岩	B
性	E
变	S
细	S
，	S
以	S
中	B
粗	I
砂	E
、	S
中	B
砂	I
层	E
为	B
主	E
；	S
至	S
扇	B
缘	E
为	S
细	B
颗	I
粒	I
黏	I
性	I
土	E
。	S

3	S
、	S
红	B
土	I
崖	I
组	E
(	S
K	B
h	E
)	S
主	B
要	E
分	B
布	E
于	S
莱	B
阳	I
市	I
-	I
莱	I
西	I
市	I
-	I
胶	I
州	I
市	E
一	B
线	E
，	S
其	B
中	E
莱	B
阳	I
市	I
西	I
红	I
土	I
崖	I
村	E
一	B
带	E
露	B
头	E
良	B
好	E
，	S
其	B
余	E
地	B
区	E
露	B
头	E
较	B
差	E
，	S
第	B
四	I
系	E
覆	B
盖	E
严	B
重	E
。	S

第	B
四	I
系	E
以	B
来	E
，	S
据	S
现	B
有	E
资	B
料	E
分	B
析	E
，	S
挽	B
近	I
时	I
期	E
，	S
区	S
内	S
仍	S
有	S
不	B
同	E
形	B
式	E
