洼	B
里	I
-	I
丰	I
城	E
一	B
带	E
，	S
由	S
南	S
向	S
北	S
常	S
夹	S
有	S
球	B
粒	I
流	I
纹	I
岩	E
、	S
流	B
纹	I
质	I
角	I
砾	I
熔	I
岩	E
、	S
砂	B
岩	E
及	S
粉	B
砂	I
岩	E
，	S
厚	B
度	E
2	B
2	I
4	I
.	I
4	I
m	E
，	S
与	S
下	B
伏	E
曲	B
格	I
庄	I
组	E
角	B
度	I
不	I
整	I
合	I
接	I
触	E
；	S
即	B
墨	I
区	I
莲	I
花	I
山	E
一	B
带	E
，	S
夹	S
流	B
纹	I
质	I
火	I
山	I
角	I
砾	I
岩	E
、	S
玄	B
武	I
粗	I
安	I
岩	E
、	S
玄	B
武	I
粗	I
安	I
质	I
集	I
块	I
岩	E
及	S
砂	B
砾	I
岩	E
，	S
厚	B
度	E
<	B
3	B
9	I
1	I
.	I
5	I
m	E
，	S
与	S
下	B
伏	E
曲	B
格	I
庄	I
组	E
或	S
杨	B
家	I
庄	I
组	E
角	B
度	E
不	B
整	I
合	E

（	S
二	S
）	S
地	B
层	E
划	B
分	E
及	B
其	E
特	B
点	E
。	S

为	S
一	B
套	E
含	S
石	B
墨	E
的	S
变	B
质	I
岩	I
系	E
，	S
局	B
部	E
夹	S
浅	B
粒	I
岩	E
、	S
石	B
英	I
岩	E
。	S

断	B
层	I
产	I
状	E
主	B
要	E
有	S
两	B
组	E
：	S
一	B
组	E
位	B
于	E
"	S
红	B
层	E
"	S
与	S
千	B
枚	I
岩	E
之	B
间	E
，	S
断	B
层	I
面	S
倾	B
向	E
北	B
西	E
，	S
倾	B
角	E
变	B
化	E
较	B
大	E
，	S
似	S
有	S
上	S
陡	S
、	S
下	S
缓	S
的	S
趋	B
势	E
；	S
另	B
一	I
组	E
位	B
于	E
上	B
述	E
断	B
层	E
邻	B
近	E
的	S
干	B
枚	I
岩	E
中	S
，	S
是	S
由	S
一	B
系	I
列	E
断	B
面	E
倾	B
向	E
南	B
东	E
的	S
叠	B
瓦	I
式	I
冲	I
断	I
层	E
所	S
组	B
成	E
。	S

另	S
据	S
有	B
关	E
资	B
料	E
，	S
南	B
昌	I
地	B
区	E
自	S
公	B
元	E
3	B
1	I
9	I
年	E
至	S
1	B
9	I
4	I
9	I
年	E
，	S
曾	S
发	B
生	E
过	S
1	B
3	I
次	E
有	B
感	I
弱	I
震	E
（	S
据	S
地	B
方	I
志	E
记	B
载	E
)	S
。	S

差	B
异	I
性	E
表	B
现	E
在	S
不	B
同	E
断	B
块	E
升	B
降	E
幅	B
度	E
上	S
的	S
差	B
异	E
，	S
或	S
上	B
升	I
区	E
局	B
部	E
下	B
降	E
，	S
下	B
降	I
区	E
局	B
部	E
上	B
升	E
。	S

3	S
、	S
石	B
前	I
庄	I
组	E
（	S
K	B
ŝ	I
q	I
）	E
石	B
前	I
庄	I
组	E
出	B
露	E
零	B
星	E
，	S
规	B
模	E
较	B
小	E
；	S
主	B
要	E
分	B
布	E
于	S
胶	B
州	I
市	I
河	I
套	I
镇	E
、	S
红	B
岛	E
、	S
青	B
岛	I
市	I
流	I
亭	I
-	I
即	I
墨	I
区	E
及	S
莱	B
西	I
市	I
毛	I
家	I
埠	E
等	S
地	S
。	S

该	S
带	S
向	S
西	S
、	S
向	S
北	B
东	E
均	S
延	S
出	S
区	S
外	S
，	S
而	S
区	S
内	S
基	B
底	I
地	I
层	E
基	B
本	E
未	S
出	B
露	E
，	S
晚	B
古	I
生	I
代	I
地	I
层	E
与	S
早	B
古	I
生	I
代	I
变	I
质	I
基	I
底	E
呈	S
断	B
层	I
接	I
触	E
，	S
区	B
域	E
上	S
直	B
接	E
不	B
整	I
合	E
覆	B
盖	E
于	S
变	B
质	I
基	I
底	E
之	B
上	E
。	S

1	S
、	S
岩	B
石	E
特	B
征	E
（	S
1	S
）	S
通	B
海	I
变	I
辉	I
石	I
橄	I
榄	I
岩	E
（	S
蛇	B
纹	I
岩	E
）	S
（	S
C	B
h	I
σ	E
）	S
岩	B
石	E
化	B
学	I
成	I
分	E
与	S
戴	B
里	I
纯	I
橄	I
榄	I
岩	I
值	E
相	B
比	E
，	S
S	B
i	I
O	E
、	S
A	B
l	I
O	E
、	S
F	B
e	I
O	I
+	I
F	I
e	I
O	E
略	S
高	S
，	S
M	B
g	I
O	E
、	S
C	B
a	I
O	E
略	S
低	S
，	S
属	S
超	B
基	I
性	I
岩	I
类	E
；	S
里	B
特	I
曼	I
指	I
数	E
远	S
小	B
于	E
1	B
.	I
8	E
，	S
属	S
钙	B
碱	I
性	I
系	I
列	I
岩	I
石	E
；	S
固	B
结	I
指	I
数	E
远	S
大	B
于	E
4	B
0	E
，	S
分	B
异	I
指	I
数	E
较	S
小	S
，	S
显	B
示	E
岩	B
石	E
为	S
幔	B
源	I
岩	I
浆	E
直	B
接	E
结	B
晶	E
的	S
，	S
且	S
分	B
异	I
程	I
度	E
很	S
低	S
，	S
氧	B
化	I
率	E
反	B
映	E
其	S
就	S
位	B
于	E
较	S
浅	S
的	S
相	B
对	I
氧	I
化	I
环	I
境	E
。	S

该	S
阶	B
段	E
本	S
区	S
气	B
候	E
和	S
沉	B
积	I
环	I
境	E
发	B
生	E
明	B
显	E
变	B
化	E
，	S
由	S
温	B
暖	E
湿	B
润	E
逐	B
渐	E
向	S
干	B
冷	E
变	B
化	E
；	S
东	B
部	E
山	B
区	E
出	B
现	E
山	B
麓	E
和	S
山	B
谷	I
冰	I
川	E
，	S
山	B
前	S
倾	B
斜	I
平	I
原	E
下	B
部	E
发	B
育	E
冰	B
