第	B
二	I
章	E
，	S
地	B
质	I
条	I
件	E
。	S


第	B
二	I
节	E
，	S
地	B
形	I
地	I
貌	E
。	S


一	S
、	S
地	B
形	E
地	B
势	E
。	S


青	B
岛	I
市	E
东	B
南	E
濒	B
临	E
黄	B
海	E
，	S
地	B
形	E
总	S
的	S
特	B
征	E
是	S
南	B
北	E
两	B
翼	E
隆	B
起	E
，	S
东	S
高	S
西	S
低	S
，	S
中	B
部	E
低	S
陷	S
。	S


区	S
内	S
主	B
要	E
有	S
三	B
个	E
较	B
大	E
的	S
山	B
系	E
：	S
一	B
个	E
是	S
东	B
南	E
的	S
崂	B
山	I
山	I
脉	E
，	S
主	B
峰	E
海	B
拔	E
1	B
1	I
3	I
2	I
.	I
7	I
m	E
，	S
山	B
势	E
陡	B
峻	E
，	S
向	S
西	B
南	E
绵	B
延	E
至	S
青	B
岛	E
市	B
区	E
，	S
北	S
至	S
即	B
墨	I
市	E
东	B
北	I
部	E
，	S
为	S
山	B
东	I
省	E
第	B
三	E
高	B
峰	E
；	S
另	B
一	I
个	E
是	S
北	B
部	E
的	S
大	B
泽	I
山	I
山	I
脉	E
，	S
主	B
峰	E
海	B
拔	E
7	B
3	I
6	I
.	I
7	I
m	E
；	S
再	B
就	I
是	E
区	S
内	S
西	B
南	I
部	E
的	S
大	S
、	S
小	B
珠	I
山	E
、	S
铁	B
镢	I
山	E
等	S
组	B
成	E
的	S
胶	B
南	I
山	I
群	E
，	S
主	B
峰	E
海	B
拔	E
7	B
2	I
4	I
.	I
9	I
m	E
。	S


山	B
系	E
之	B
间	E
为	S
胶	B
莱	I
盆	I
地	E
等	S
，	S
地	B
势	E
低	B
平	E
，	S
海	B
拔	E
一	B
般	E
小	B
于	E
5	B
0	I
m	E
，	S
第	B
四	I
系	I
松	I
散	I
堆	I
积	I
物	E
主	B
要	E
存	B
在	E
于	S
各	S
大	B
小	E
河	B
谷	E
之	B
中	E
。	S


区	S
内	S
山	B
丘	E
面	B
积	E
4	B
9	I
5	I
0	I
k	I
m	I
2	E
，	S
占	S
总	S
面	B
积	E
的	S
4	B
5	I
.	I
4	I
0	I
%	E
，	S
平	B
原	E
洼	B
地	E
5	B
6	I
2	I
0	I
k	I
m	I
2	E
，	S
占	S
5	S
1	B
.	I
5	I
5	I
%	E
，	S
滩	B
涂	E
岛	B
屿	E
2	B
4	I
9	I
k	I
m	I
2	E
，	S
占	S
2	B
.	I
2	I
8	I
%	E
，	S
其	B
他	E
8	B
4	I
k	I
m	I
2	E
，	S
占	S
0	B
.	I
7	I
7	I
%	E
。	S


二	S
、	S
地	B
貌	E
。	S


区	S
内	S
地	B
貌	E
按	S
其	S
成	B
因	I
类	I
型	E
及	S
形	B
态	I
特	I
征	E
可	S
划	B
分	E
为	S
以	B
下	E
四	B
种	E
大	S
的	S
类	B
型	E
：	S
。	S


（	S
一	S
）	S
中	B
度	I
切	I
割	E
的	S
中	B
山	I
区	E
。	S


位	B
于	E
区	S
内	S
的	S
中	S
、	S
低	B
山	I
区	E
，	S
以	S
构	B
造	I
作	I
用	E
为	B
主	E
，	S
受	S
长	B
期	I
强	I
烈	I
剥	I
蚀	I
切	I
割	I
作	I
用	E
，	S
一	B
般	E
标	B
高	E
为	S
5	B
0	I
0	I
~	I
1	I
0	I
0	I
0	I
m	E
，	S
切	B
割	I
深	I
度	E
大	B
于	E
5	B
0	I
0	I
m	E
，	S
主	B
要	E
分	B
布	E
在	S
崂	B
山	E
、	S
大	B
小	I
珠	I
山	E
、	S
铁	B
镢	I
山	E
、	S
大	B
泽	I
山	E
等	S
地	S
，	S
山	B
体	E
主	B
要	E
由	S
花	B
岗	I
岩	E
组	B
成	E
，	S
山	B
峰	E
陡	B
峻	E
，	S
呈	S
尖	B
脊	I
状	E
，	S
谷	S
深	S
壁	S
陡	S
呈	S
“	B
V	I
”	I
字	I
型	E
，	S
谷	B
底	I
堆	I
积	I
物	E
不	S
发	B
育	E
，	S
基	B
岩	E
裸	B
露	E
。	S


（	S
二	S
）	S
构	B
造	I
剥	I
蚀	I
低	I
山	I
丘	I
陵	I
区	E
。	S


位	B
于	E
区	S
内	S
的	S
丘	B
陵	I
地	I
区	E
，	S
构	B
造	I
作	I
用	E
强	B
度	E
中	B
等	E
，	S
长	B
期	E
接	B
受	E
剥	B
蚀	I
切	I
割	I
作	I
用	E
，	S
一	B
般	E
标	B
高	E
5	B
0	I
~	I
5	I
0	I
0	I
m	E
，	S
切	B
割	I
深	I
度	E
小	B
于	E
1	B
0	I
0	I
m	E
，	S
主	B
要	E
分	B
布	E
在	S
三	S
大	S
山	B
脉	E
的	S
余	B
脉	E
、	S
低	B
山	I
区	E
外	S
缘	S
及	S
黄	B
岛	E
、	S
即	B
墨	E
、	S
莱	B
西	E
等	S
部	B
分	E
地	B
区	E
，	S
基	B
底	I
岩	I
石	E
多	B
样	E
，	S
主	B
要	E
为	S
中	B
生	I
代	E
的	S
砂	B
页	I
岩	E
、	S
火	B
山	I
岩	E
、	S
花	B
岗	I
岩	E
及	S
片	B
麻	I
状	I
花	I
岗	I
岩	E
等	S
。	S


地	B
貌	I
形	I
态	E
为	S
连	B
绵	E
起	B
伏	E
的	S
低	B
矮	I
山	I
丘	E
，	S
山	B
顶	E
浑	B
圆	E
，	S
山	B
坡	E
平	B
缓	E
，	S
沟	B
谷	E
开	B
阔	E
，	S
谷	B
底	I
堆	I
积	I
物	E
发	B
育	E
。	S


（	S
三	S
）	S
剥	B
蚀	I
堆	I
积	I
准	I
平	I
原	I
区	E
。	S


广	B
泛	E
分	B
布	E
于	S
胶	B
莱	I
盆	I
地	E
中	S
的	S
胶	B
州	E
、	S
即	B
墨	E
、	S
莱	B
西	E
境	B
内	E
，	S
构	B
造	I
作	I
用	E
微	B
弱	E
，	S
长	B
期	E
接	B
受	E
剥	B
蚀	E
和	S
堆	B
积	I
作	I
用	E
，	S
标	B
高	E
一	B
般	E
小	B
于	E
5	B
0	I
m	E
，	S
相	B
对	E
高	B
差	E
小	B
于	E
2	B
0	I
m	E
，	S
基	B
底	I
岩	I
石	E
主	B
要	E
为	S
砂	B
页	I
岩	E
、	S
火	B
山	I
岩	E
，	S
地	B
形	E
低	B
矮	E
平	B
缓	E
，	S
呈	S
波	B
状	I
起	I
伏	E
，	S
地	B
表	E
有	S
薄	B
层	I
残	I
坡	I
积	I
物	I
堆	I
积	E
，	S
边	B
缘	I
地	I
带	E
冲	B
沟	E
较	S
发	B
育	E
。	S


（	S
四	S
）	S
堆	B
积	I
平	I
原	I
区	E
。	S


分	B
布	E
在	S
山	B
前	I
地	I
带	E
、	S
各	S
河	B
流	E
中	B
下	I
游	E
河	B
谷	I
地	I
带	E
以	B
及	E
滨	B
海	I
地	I
带	E
，	S
主	B
要	E
位	B
于	E
大	B
沽	I
河	I
中	I
下	I
游	I
平	I
原	E
、	S
白	B
沙	I
河	I
-	I
城	I
阳	I
河	I
中	I
下	I
游	I
河	I
间	I
地	I
块	E
、	S
北	B
胶	I
莱	I
河	I
冲	I
积	I
平	I
原	E
和	S
胶	B
南	I
风	I
河	E
、	S
洋	B
河	E
、	S
白	B
马	I
-	I
吉	I
利	I
河	I
河	I
谷	I
平	I
原	E
等	S
，	S
长	B
期	E
接	B
受	E
冲	B
积	E
、	S
冲	B
洪	I
积	E
及	S
洪	B
积	E
堆	B
积	I
作	I
用	E
，	S
堆	B
积	I
物	E
厚	B
度	E
一	B
般	E
1	B
0	I
~	I
2	I
0	I
m	E
，	S
局	B
部	E
达	S
2	B
5	I
m	E
以	B
上	E
，	S
多	S
具	S
双	B
层	I
结	I
构	E


另	B
外	E
，	S
青	B
岛	I
市	E
沿	S
海	B
岸	I
线	E
一	B
带	E
还	S
分	B
布	E
有	S
海	B
成	I
地	I
貌	E
，	S
但	S
面	B
积	E
较	B
小	E
，	S
包	B
括	E
海	B
岸	I
地	I
形	E
及	S
海	B
积	I
平	I
原	E
。	S


海	B
岸	I
地	I
形	E
有	S
海	B
蚀	I
崖	E
（	S
山	B
基	I
岩	I
岸	E
）	S
、	S
粉	B
砂	I
质	E
及	S
砾	B
石	I
质	I
海	I
滩	E
与	S
潮	B
滩	E
；	S
海	B
积	I
平	I
原	E
主	B
要	E
分	B
布	E
于	S
胶	B
州	I
湾	E
岸	B
边	E
，	S
大	B
都	E
开	B
垦	E
成	S
盐	B
田	E
及	S
养	B
虾	I
池	E
，	S
局	B
部	E
地	B
区	E
见	S
有	S
海	B
积	I
阶	I
地	E
；	S
前	S
海	S
海	B
底	E
则	S
有	S
水	B
下	I
浅	I
滩	E
、	S
现	B
代	I
水	I
下	I
三	I
角	I
洲	E
及	S
海	B
积	I
平	I
原	E
等	S
。	S


第	B
三	I
节	E
，	S
地	B
层	I
岩	I
性	E
。	S


本	S
区	S
地	B
层	E
隶	B
属	E
华	B
北	I
地	I
层	I
大	I
区	I
-	I
晋	I
冀	I
鲁	I
豫	I
地	I
层	I
区	I
-	I
鲁	I
东	I
地	I
层	I
分	I
区	E
。	S


区	S
内	S
地	B
层	E
发	B
育	E
不	S
全	S
，	S
主	B
要	E
分	B
布	E
于	S
胶	B
莱	I
盆	I
地	E
及	B
其	E
周	B
边	E
，	S
由	S
老	S
至	S
新	S
分	B
别	E
太	B
古	I
界	I
-	I
元	I
古	I
界	I
胶	I
东	I
群	E
；	S
元	B
古	I
界	I
荆	I
山	I
群	E
，	S
粉	B
子	I
山	I
群	E
；	S
中	B
生	I
代	I
白	I
垩	I
系	E
；	S
新	B
生	I
界	I
第	I
四	I
系	E
等	S
；	S
以	S
中	B
生	I
界	I
白	I
垩	I
系	E
为	B
主	E
，	S
次	S
为	S
新	B
生	I
界	I
第	I
四	I
系	E
，	S
中	B
太	I
古	I
界	E
及	S
古	B
元	I
古	I
界	E
少	B
量	E
出	B
露	E
。	S


一	S
、	S
古	B
元	I
古	I
代	I
地	I
层	E
。	S


区	S
内	S
古	B
元	I
古	I
代	I
地	I
层	E
发	B
育	E
有	S
荆	B
山	I
群	E
及	S
胶	B
南	I
变	I
质	I
表	I
壳	I
岩	E
组	B
合	E
，	S
主	B
要	E
零	B
星	I
分	I
布	E
于	S
黄	B
岛	I
区	I
黄	I
山	I
镇	E
一	B
带	E
。	S


（	S
一	S
）	S
荆	B
山	I
群	E
（	S
P	B
t	I
1	I
J	E
）	S
。	S


荆	B
山	I
群	I
地	I
层	E
根	B
据	E
岩	B
石	I
组	I
合	I
特	I
征	E
自	B
下	I
而	I
上	E
划	B
分	E
为	S
三	B
个	E
组	S
：	S
禄	B
格	I
庄	I
组	E
、	S
野	B
头	I
组	E
、	S
陡	B
崖	I
组	E
，	S
每	B
个	E
组	S
又	S
分	B
为	E
两	B
段	E
，	S
工	B
作	I
区	E
主	B
要	E
出	B
露	E
野	B
头	I
组	I
地	I
层	E
。	S


自	B
下	I
而	I
上	E
分	B
为	E
二	B
段	E
，	S
下	B
部	E
为	S
祥	B
山	I
变	I
粒	I
岩	I
段	E
，	S
上	B
部	E
为	S
定	B
国	I
寺	I
大	I
理	I
岩	I
段	E
。	S


二	B
者	E
均	S
分	B
布	E
于	S
黄	B
岛	I
区	I
黄	I
山	I
镇	E
一	B
带	E
。	S


祥	B
山	I
变	I
粒	I
岩	I
段	E
主	B
要	E
岩	B
性	E
为	S
黑	B
云	I
变	I
粒	I
岩	E
、	S
透	B
辉	I
透	I
闪	I
岩	E
、	S
透	B
闪	I
变	I
粒	I
岩	E
及	S
浅	B
粒	I
岩	E
、	S
角	B
闪	I
黑	I
云	I
变	I
粒	I
岩	E
、	S
斜	B
长	I
角	I
闪	I
岩	E
等	S
，	S
局	B
部	E
夹	S
大	B
理	I
岩	E
，	S
层	B
厚	E
约	S
7	B
0	I
0	I
m	E
；	S
定	B
国	I
寺	I
大	I
理	I
岩	I
段	E
主	B
要	E
岩	B
性	E
为	S
白	B
云	I
石	I
大	I
理	I
岩	E
、	S
蛇	B
纹	I
石	I
