项	B
目	E
工	B
作	E
在	S
2	B
0	I
0	I
5	E
年	S
开	B
始	E
，	B
首	I
先	E
进	B
行	E
了	S
区	B
内	E
资	B
料	E
收	B
集	E
和	S
资	B
料	E
研	B
究	E
，	S
先	B
后	E
开	B
展	E
了	S
遥	B
感	E
解	B
译	E
，	S


并	S
圈	B
定	E
了	S
遥	B
感	E
蚀	B
变	E
异	B
常	E
，	S
水	B
系	E
沉	B
积	I
物	E
取	B
样	E
及	B
时	E
圈	B
定	E
了	S
化	B
探	E
异	B
常	E
、	S
物	B
探	E
高	B
精	I
磁	E
测	B
量	E
工	B
作	E
，	S
其	B
后	E
进	B
行	E
了	S
地	B
面	E
地	B
质	I
填	I
图	E
工	B
作	E
，	S


通	B
过	E
上	B
述	E
工	B
作	E
，	S
基	B
本	I
上	E
查	B
明	E
完	B
成	E
了	S
设	B
计	E
工	B
作	I
量	E
，	S
为	S
今	B
后	E
的	S
地	B
质	E
找	B
矿	E
工	B
作	E
提	B
供	E
了	S
可	B
靠	E
的	S
资	B
料	E
。	S


该	S
区	S
大	B
地	E
构	B
造	E
位	B
置	E
属	B
于	E
天	B
山	E
―	S
内	B
蒙	I
古	E
―	S
兴	B
安	E
地	B
槽	E
褶	B
皱	E
区	S
，	S
内	B
蒙	I
古	E
中	B
部	E
地	B
槽	E
褶	B
皱	E
系	S
，	S
西	B
乌	I
珠	I
穆	I
沁	I
旗	E
晚	S
华	B
力	I
西	E
地	B
槽	E
褶	B
皱	I
带	E
。	S


板	B
块	E
构	B
造	E
位	B
置	E
属	B
于	E
华	B
北	E
地	B
台	E
北	B
缘	E
。	S


区	B
域	E
成	B
矿	I
带	E
划	B
分	E
，	S
根	B
据	E
内	B
蒙	I
古	E
成	B
矿	I
省	E
的	S
矿	B
带	E
划	B
分	E
，	S
测	B
区	E
成	B
矿	E
背	B
景	E
处	B
于	E
内	B
蒙	I
古	E
大	B
兴	I
安	I
岭	E
成	B
