南	B
昌	E
地	B
处	E
赣	B
江	I
抚	I
河	I
尾	I
闾	E
，	S
东	B
北	I
滨	E
临	S
鄱	B
阳	I
湖	E
，	S
西	B
北	E
为	S
梅	B
岭	I
山	I
地	E
。	S


地	B
势	E
总	B
体	E
西	B
北	I
高	E
、	S
南	B
东	I
低	E
，	S
依	B
次	E
发	B
育	E
低	B
山	I
丘	I
陵	E
、	S
岗	B
地	E
、	S
平	B
原	E
，	S
呈	B
现	E
层	B
状	I
地	I
貌	I
特	I
征	E
。	S


依	B
据	E
地	B
貌	E
成	B
因	E
类	B
型	E
及	S
形	B
态	E
，	S
可	S
划	B
分	E
为	S
侵	B
蚀	I
构	I
造	I
山	I
地	E
（	S
Ⅰ	S
）	S
、	S
侵	B
蚀	I
构	I
造	I
丘	I
陵	E
（	S
Ⅱ	S
）	S
、	S
剥	B
蚀	I
岗	I
地	E
（	S
Ⅲ	S
）	S
、	S
堆	B
积	I
岗	I
地	E
（	S
Ⅳ	S
）	S
、	S
堆	B
积	I
平	I
原	I
地	I
貌	E
（	S
Ⅴ	S
）	S
等	S
5	B
个	E
地	B
貌	I
单	I
元	E
。	S


各	S
地	B
貌	I
单	I
元	E
特	B
征	E
见	S
表	B
3	I
-	I
1	E
。	S


第	B
二	I
节	E
，	S
地	B
层	E
。	S


1	S
、	S
青	B
白	I
口	I
纪	I
地	I
层	E
。	S


昌	B
北	I
千	I
枚	I
岩	E
主	B
要	E
由	S
凝	B
灰	I
质	I
千	I
枚	I
岩	E
、	S
片	B
状	I
绢	I
云	I
千	I
枚	I
岩	E
及	S
千	B
枚	I
状	I
板	I
岩	E
所	S
组	B
成	E
。	S


中	B
部	E
主	B
要	E
为	S
凝	B
灰	I
质	I
千	I
枚	I
岩	E
，	S
千	B
枚	I
状	I
细	I
屑	I
夹	I
粉	I
屑	I
沉	I
凝	I
灰	I
岩	E
、	S
中	S
夹	S
少	B
量	E
含	B
炭	I
凝	I
灰	I
质	I
千	I
枚	I
状	I
板	I
岩	E
，	S
偶	S
具	S
水	B
平	I
纹	I
理	E
和	S
微	B
细	I
韵	I
律	I
结	I
构	E
，	S
厚	S
约	S
2	B
1	I
3	I
m	E
。	S


梅	B
岭	I
片	I
麻	I
岩	E
，	S
仅	S
局	B
部	E
出	B
露	E
于	S
梅	B
岭	I
张	I
家	E
、	S
黄	B
杨	I
村	E
、	S
风	B
坡	I
河	I
树	I
老	E
及	S
旺	B
家	E
等	S
地	S
。	S


呈	S
北	B
东	I
向	E
展	B
布	E
，	S
出	B
露	E
面	B
积	E
1	B
6	I
.	I
6	I
4	I
k	I
m	I
2	E
，	S
占	S
规	B
划	I
区	E
的	S
总	S
面	B
积	E
1	B
.	I
1	I
8	I
%	E
。	S


依	B
据	E
前	B
人	E
资	B
料	E
，	S
原	B
岩	E
成	B
分	E
主	B
要	E
为	S
泥	B
砂	I
质	I
碎	I
屑	I
沉	I
积	I
岩	E
，	S
在	S
其	S
东	B
段	E
的	S
乐	B
化	E
以	B
北	E
地	B
区	E
中	S
夹	S
凝	B
灰	I
质	I
碎	I
屑	I
沉	I
积	I
岩	E
，	S
后	S
变	B
质	E
为	S
千	B
枚	I
岩	E
、	S
凝	B
灰	I
质	I
千	I
枚	I
岩	E
(	S
即	S
昌	B
北	I
千	I
枚	I
岩	E
)	S
。	S


据	S
瀛	B
上	I
-	I
老	I
鹰	I
脑	E
实	B
测	E
剖	B
面	I
资	I
料	E
，	S
以	S
糜	B
棱	I
混	I
合	I
片	I
麻	I
岩	E
（	S
或	S
花	B
岗	I
质	I
糜	I
棱	I
混	I
合	I
片	I
麻	I
岩	E
）	S
及	S
糜	B
棱	I
化	I
混	I
合	I
片	I
麻	I
岩	E
（	S
图	B
3	I
-	I
2	E
、	S
图	B
3	I
-	I
3	E
）	S
为	B
主	E
，	S
次	S
为	S
糜	B
棱	I
化	I
条	I
痕	I
状	I
混	I
合	I
岩	E
和	S
糜	B
